828990;20151130;0000;-8.067;-34.85;4.1;26.7;21.3;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0000;-8.126;-34.924;4.1;27.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0100;-8.126;-34.924;3.1;26.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0200;-8.126;-34.924;3.6;26.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0300;-8.067;-34.85;3.1;26.3;21.1;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0300;-8.126;-34.924;3.1;26.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0400;-8.126;-34.924;3.1;26.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0500;-8.126;-34.924;4.1;26.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0600;-8.067;-34.85;2.6;25.6;21.2;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0600;-8.126;-34.924;2.6;26.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0700;-8.126;-34.924;2.6;25.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0800;-8.126;-34.924;2.6;25.0;22.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0900;-8.067;-34.85;2.6;27.0;21.4;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;0900;-8.126;-34.924;2.6;27.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1000;-8.126;-34.924;2.6;27.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1100;-8.126;-34.924;3.6;28.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1200;-8.067;-34.85;3.6;29.6;21.7;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1200;-8.126;-34.924;3.6;30.0;22.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1300;-8.126;-34.924;4.6;29.0;22.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1400;-8.126;-34.924;4.6;30.0;22.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1500;-8.067;-34.85;4.6;29.6;21.7;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1500;-8.126;-34.924;4.6;30.0;22.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1600;-8.126;-34.924;4.6;30.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1700;-8.126;-34.924;5.1;29.0;21.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1800;-8.067;-34.85;5.7;28.8;21.7;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1800;-8.126;-34.924;5.7;29.0;22.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;1900;-8.126;-34.924;4.1;28.0;22.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;2000;-8.126;-34.924;3.6;28.0;22.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;2100;-8.067;-34.85;2.6;27.3;21.9;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;2100;-8.126;-34.924;2.6;27.0;22.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;2200;-8.126;-34.924;3.1;27.0;22.0;NA;NA;NA;NA;NA;281.2518384942649;
828990;20151130;2300;-8.126;-34.924;3.6;27.0;22.0;NA;NA;NA;NA;NA;281.2518384942649;
